WavelengthBeforeRxn,AbsorbanceBeforeRxn,WavelengthAfterRxn,AbsorbanceAfterRxn,WavelengthAfterPurification,AbsorbanceAfterPurification
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
812.6559,1.9109,812.6559,1.7831,812.6559,0.6536
812.8387,1.8732,812.8387,1.7801,812.8387,0.6538
813.0214,1.885,813.0214,1.7896,813.0214,0.6547
813.2041,1.8627,813.2041,1.7741,813.2041,0.6534
813.3868,1.8648,813.3868,1.7785,813.3868,0.6555
813.5695,1.8549,813.5695,1.7903,813.5695,0.6528
813.7522,1.8816,813.7522,1.769,813.7522,0.6542
813.9348,1.8811,813.9348,1.7805,813.9348,0.6544
814.1175,1.8757,814.1175,1.7771,814.1175,0.655
814.3001,1.8587,814.3001,1.7826,814.3001,0.655
814.4827,1.8659,814.4827,1.786,814.4827,0.6575
814.6653,1.8433,814.6653,1.7768,814.6653,0.6565
814.8479,1.868,814.8479,1.7874,814.8479,0.6566
815.0304,1.864,815.0304,1.777,815.0304,0.6561
815.213,1.8533,815.213,1.787,815.213,0.6559
815.3955,1.8645,815.3955,1.7772,815.3955,0.6536
815.578,1.8405,815.578,1.7924,815.578,0.6562
815.7605,1.8328,815.7605,1.7945,815.7605,0.658
815.943,1.8239,815.943,1.7608,815.943,0.6553
816.1255,1.8429,816.1255,1.7562,816.1255,0.6587
816.3079,1.8391,816.3079,1.7745,816.3079,0.6585
816.4904,1.8061,816.4904,1.7701,816.4904,0.6553
816.6728,1.8264,816.6728,1.7695,816.6728,0.6576
816.8552,1.8206,816.8552,1.7701,816.8552,0.6577
817.0376,1.8159,817.0376,1.7755,817.0376,0.6597
817.2199,1.8312,817.2199,1.7599,817.2199,0.6582
817.4023,1.8199,817.4023,1.7549,817.4023,0.6575
817.5846,1.8283,817.5846,1.7643,817.5846,0.6554
817.767,1.8201,817.767,1.7636,817.767,0.6585
817.9493,1.7967,817.9493,1.7698,817.9493,0.6575
818.1316,1.8122,818.1316,1.7671,818.1316,0.6553
818.3138,1.8018,818.3138,1.7725,818.3138,0.6573
818.4961,1.806,818.4961,1.7628,818.4961,0.6573
818.6783,1.8066,818.6783,1.769,818.6783,0.6573
818.8606,1.7945,818.8606,1.7745,818.8606,0.6589
819.0428,1.8061,819.0428,1.7724,819.0428,0.6574
819.225,1.7831,819.225,1.7601,819.225,0.6569
819.4072,1.7851,819.4072,1.7461,819.4072,0.658
819.5893,1.7904,819.5893,1.7583,819.5893,0.6578
819.7715,1.7784,819.7715,1.748,819.7715,0.657
819.9536,1.784,819.9536,1.7602,819.9536,0.6598
820.1357,1.7626,820.1357,1.7367,820.1357,0.6581
820.3178,1.7969,820.3178,1.7794,820.3178,0.6573
820.4999,1.7825,820.4999,1.7407,820.4999,0.6573
820.682,1.7784,820.682,1.7454,820.682,0.6576
820.864,1.7815,820.864,1.7506,820.864,0.6571
821.0461,1.7594,821.0461,1.7513,821.0461,0.6562
821.2281,1.758,821.2281,1.766,821.2281,0.659
821.4101,1.7498,821.4101,1.7518,821.4101,0.6566
821.5921,1.7489,821.5921,1.7435,821.5921,0.6578
821.774,1.7614,821.774,1.7263,821.774,0.6578
821.956,1.7555,821.956,1.7367,821.956,0.6568
822.1379,1.7431,822.1379,1.7519,822.1379,0.6553
822.3199,1.7494,822.3199,1.7522,822.3199,0.6576
822.5018,1.7445,822.5018,1.7322,822.5018,0.6576
822.6837,1.754,822.6837,1.7416,822.6837,0.6578
822.8655,1.7377,822.8655,1.7402,822.8655,0.6557
823.0474,1.7144,823.0474,1.739,823.0474,0.6544
823.2293,1.7319,823.2293,1.7326,823.2293,0.6566
823.4111,1.7367,823.4111,1.7413,823.4111,0.657
823.5929,1.7298,823.5929,1.7222,823.5929,0.6593
823.7747,1.7442,823.7747,1.7396,823.7747,0.6557
823.9565,1.7288,823.9565,1.7377,823.9565,0.6559
824.1382,1.7141,824.1382,1.7248,824.1382,0.6547
824.32,1.7036,824.32,1.7361,824.32,0.6578
824.5017,1.7083,824.5017,1.7143,824.5017,0.6577
824.6834,1.7071,824.6834,1.7289,824.6834,0.6582
824.8651,1.7157,824.8651,1.7237,824.8651,0.6571
825.0468,1.6971,825.0468,1.7314,825.0468,0.6562
825.2285,1.7109,825.2285,1.7209,825.2285,0.6568
825.4102,1.7023,825.4102,1.7197,825.4102,0.6581
825.5918,1.7042,825.5918,1.7126,825.5918,0.6557
825.7734,1.6949,825.7734,1.7001,825.7734,0.6557
825.955,1.6909,825.955,1.7247,825.955,0.6552
826.1366,1.6929,826.1366,1.734,826.1366,0.6554
826.3182,1.6746,826.3182,1.7202,826.3182,0.6546
826.4997,1.6742,826.4997,1.7037,826.4997,0.6536
826.6813,1.6835,826.6813,1.6985,826.6813,0.6548
826.8628,1.6616,826.8628,1.6975,826.8628,0.6542
827.0443,1.6688,827.0443,1.707,827.0443,0.6545
827.2258,1.6767,827.2258,1.7031,827.2258,0.654
827.4073,1.6736,827.4073,1.6933,827.4073,0.6559
827.5888,1.6727,827.5888,1.6864,827.5888,0.6538
827.7702,1.6544,827.7702,1.7096,827.7702,0.6545
827.9516,1.6356,827.9516,1.6968,827.9516,0.6542
828.133,1.6515,828.133,1.6909,828.133,0.6538
828.3144,1.6328,828.3144,1.6796,828.3144,0.653
828.4958,1.6383,828.4958,1.6697,828.4958,0.6576
828.6772,1.6512,828.6772,1.6995,828.6772,0.6528
828.8585,1.631,828.8585,1.6892,828.8585,0.6516
829.0399,1.6424,829.0399,1.6826,829.0399,0.6541
829.2212,1.6177,829.2212,1.6851,829.2212,0.6535
829.4025,1.621,829.4025,1.6774,829.4025,0.6531
829.5838,1.6292,829.5838,1.6936,829.5838,0.653
829.7651,1.62,829.7651,1.677,829.7651,0.6531
829.9463,1.6163,829.9463,1.6651,829.9463,0.6532
830.1275,1.6275,830.1275,1.6697,830.1275,0.6531
830.3088,1.6123,830.3088,1.6738,830.3088,0.6541
830.49,1.6043,830.49,1.6682,830.49,0.6525
830.6712,1.6062,830.6712,1.6667,830.6712,0.6492
830.8523,1.5905,830.8523,1.6755,830.8523,0.6525
831.0335,1.5916,831.0335,1.6746,831.0335,0.6512
831.2146,1.6051,831.2146,1.6701,831.2146,0.6491
831.3958,1.6032,831.3958,1.6725,831.3958,0.6508
831.5769,1.585,831.5769,1.6563,831.5769,0.6517
831.758,1.5785,831.758,1.6657,831.758,0.6491
831.939,1.5735,831.939,1.6592,831.939,0.6503
832.1201,1.5727,832.1201,1.6524,832.1201,0.6501
832.3011,1.5792,832.3011,1.6482,832.3011,0.6475
832.4822,1.5701,832.4822,1.6242,832.4822,0.6495
832.6632,1.5747,832.6632,1.6369,832.6632,0.6474
832.8442,1.5596,832.8442,1.6298,832.8442,0.6471
833.0252,1.5474,833.0252,1.6399,833.0252,0.6492
833.2061,1.5426,833.2061,1.6432,833.2061,0.6507
833.3871,1.5494,833.3871,1.6424,833.3871,0.649
833.568,1.5385,833.568,1.6396,833.568,0.6503
833.7489,1.5416,833.7489,1.6348,833.7489,0.6478
833.9298,1.5419,833.9298,1.6237,833.9298,0.6506
834.1107,1.5359,834.1107,1.6401,834.1107,0.6482
834.2916,1.5343,834.2916,1.6338,834.2916,0.6461
834.4724,1.5315,834.4724,1.6252,834.4724,0.6469
834.6533,1.5205,834.6533,1.6227,834.6533,0.6427
834.8341,1.5217,834.8341,1.6228,834.8341,0.6458
835.0149,1.5323,835.0149,1.6194,835.0149,0.6438
835.1957,1.5103,835.1957,1.6031,835.1957,0.645
835.3764,1.5145,835.3764,1.6293,835.3764,0.644
835.5572,1.5126,835.5572,1.6135,835.5572,0.6439
835.7379,1.4985,835.7379,1.5997,835.7379,0.6448
835.9187,1.5012,835.9187,1.6064,835.9187,0.6427
836.0994,1.4889,836.0994,1.5997,836.0994,0.6438
836.2801,1.4964,836.2801,1.6019,836.2801,0.6421
836.4607,1.4818,836.4607,1.597,836.4607,0.6404
836.6414,1.4796,836.6414,1.6069,836.6414,0.6427
836.822,1.4783,836.822,1.588,836.822,0.6425
837.0027,1.483,837.0027,1.5919,837.0027,0.6402
837.1833,1.4813,837.1833,1.5902,837.1833,0.6405
837.3639,1.4691,837.3639,1.5907,837.3639,0.6403
837.5444,1.4665,837.5444,1.5883,837.5444,0.6408
837.725,1.4718,837.725,1.5928,837.725,0.6412
837.9055,1.4639,837.9055,1.5877,837.9055,0.6399
838.0861,1.454,838.0861,1.5806,838.0861,0.6386
838.2666,1.4601,838.2666,1.5562,838.2666,0.6396
838.4471,1.4548,838.4471,1.5903,838.4471,0.6407
838.6276,1.4514,838.6276,1.5793,838.6276,0.642
838.808,1.4347,838.808,1.5593,838.808,0.6363
838.9885,1.4331,838.9885,1.5666,838.9885,0.6355
839.1689,1.4299,839.1689,1.5553,839.1689,0.639
839.3493,1.4352,839.3493,1.5698,839.3493,0.6398
839.5297,1.4335,839.5297,1.5725,839.5297,0.6387
839.7101,1.4147,839.7101,1.5582,839.7101,0.6376
839.8905,1.4212,839.8905,1.5549,839.8905,0.6363
840.0708,1.4124,840.0708,1.5441,840.0708,0.6396
840.2512,1.4117,840.2512,1.5578,840.2512,0.6321
840.4315,1.4146,840.4315,1.5444,840.4315,0.6342
840.6118,1.4105,840.6118,1.5505,840.6118,0.6373
840.7921,1.4133,840.7921,1.5514,840.7921,0.6335
840.9723,1.4094,840.9723,1.5452,840.9723,0.6363
841.1526,1.3927,841.1526,1.5366,841.1526,0.6344
841.3328,1.3984,841.3328,1.5412,841.3328,0.633
841.5131,1.3854,841.5131,1.5285,841.5131,0.6326
841.6933,1.3843,841.6933,1.5468,841.6933,0.6312
841.8735,1.384,841.8735,1.528,841.8735,0.6315
842.0536,1.3795,842.0536,1.5332,842.0536,0.6312
842.2338,1.38,842.2338,1.5232,842.2338,0.6305
842.4139,1.3599,842.4139,1.5176,842.4139,0.632
842.594,1.3726,842.594,1.5275,842.594,0.6307
842.7742,1.3688,842.7742,1.5213,842.7742,0.6321
842.9542,1.3597,842.9542,1.5087,842.9542,0.6285
843.1343,1.3626,843.1343,1.506,843.1343,0.6289
843.3144,1.3472,843.3144,1.5161,843.3144,0.6271
843.4944,1.3358,843.4944,1.5033,843.4944,0.63
843.6745,1.3394,843.6745,1.5038,843.6745,0.6269
843.8545,1.348,843.8545,1.4958,843.8545,0.6283
844.0345,1.3336,844.0345,1.4901,844.0345,0.6279
844.2144,1.3287,844.2144,1.5005,844.2144,0.6274
844.3944,1.3324,844.3944,1.4857,844.3944,0.6291
844.5743,1.3303,844.5743,1.5025,844.5743,0.6243
844.7543,1.3226,844.7543,1.5009,844.7543,0.6269
844.9342,1.3237,844.9342,1.4882,844.9342,0.6254
845.1141,1.3214,845.1141,1.4827,845.1141,0.6224
845.294,1.3067,845.294,1.4921,845.294,0.624
845.4738,1.3109,845.4738,1.49,845.4738,0.6243
845.6537,1.3028,845.6537,1.4844,845.6537,0.6238
845.8335,1.3008,845.8335,1.4794,845.8335,0.6231
846.0133,1.2972,846.0133,1.4634,846.0133,0.6232
846.1931,1.2982,846.1931,1.4657,846.1931,0.6191
846.3729,1.2899,846.3729,1.4738,846.3729,0.6211
846.5527,1.2882,846.5527,1.4674,846.5527,0.6234
846.7324,1.284,846.7324,1.4538,846.7324,0.6219
846.9122,1.2881,846.9122,1.4604,846.9122,0.6209
847.0919,1.2695,847.0919,1.4463,847.0919,0.6207
847.2716,1.2782,847.2716,1.4478,847.2716,0.6204
847.4513,1.2723,847.4513,1.4479,847.4513,0.6178
847.6309,1.2633,847.6309,1.4392,847.6309,0.6172
847.8106,1.2611,847.8106,1.4445,847.8106,0.6177
847.9902,1.2596,847.9902,1.4413,847.9902,0.6159
848.1698,1.2509,848.1698,1.4429,848.1698,0.6204
848.3494,1.2516,848.3494,1.444,848.3494,0.6194
848.529,1.2545,848.529,1.4359,848.529,0.6185
848.7086,1.2466,848.7086,1.4406,848.7086,0.6152
848.8882,1.2404,848.8882,1.4355,848.8882,0.6125
849.0677,1.2383,849.0677,1.4283,849.0677,0.6143
849.2472,1.2326,849.2472,1.4194,849.2472,0.6137
849.4267,1.2254,849.4267,1.4141,849.4267,0.6145
849.6062,1.2216,849.6062,1.402,849.6062,0.6151
849.7857,1.221,849.7857,1.4106,849.7857,0.613
849.9652,1.2093,849.9652,1.4039,849.9652,0.612
850.1446,1.2166,850.1446,1.3963,850.1446,0.61
850.324,1.2086,850.324,1.3994,850.324,0.6139
850.5034,1.2129,850.5034,1.4022,850.5034,0.6142
850.6828,1.2003,850.6828,1.3889,850.6828,0.6118
850.8622,1.2096,850.8622,1.3874,850.8622,0.6147
851.0416,1.2011,851.0416,1.3923,851.0416,0.6101
851.2209,1.1975,851.2209,1.3907,851.2209,0.6119
851.4002,1.1912,851.4002,1.3842,851.4002,0.6107
851.5795,1.1874,851.5795,1.3734,851.5795,0.6073
851.7588,1.1843,851.7588,1.3873,851.7588,0.6067
851.9381,1.1844,851.9381,1.3794,851.9381,0.607
852.1174,1.1759,852.1174,1.3832,852.1174,0.6041
852.2966,1.176,852.2966,1.3796,852.2966,0.6075
852.4758,1.1752,852.4758,1.3785,852.4758,0.6081
852.655,1.1721,852.655,1.3733,852.655,0.6056
852.8342,1.1654,852.8342,1.3578,852.8342,0.6017
853.0134,1.1676,853.0134,1.3511,853.0134,0.6072
853.1926,1.1569,853.1926,1.3651,853.1926,0.6069
853.3717,1.1549,853.3717,1.3581,853.3717,0.6024
853.5509,1.154,853.5509,1.3585,853.5509,0.605
853.73,1.1447,853.73,1.3452,853.73,0.6042
853.9091,1.139,853.9091,1.3466,853.9091,0.6016
854.0882,1.134,854.0882,1.3424,854.0882,0.6019
854.2672,1.1441,854.2672,1.357,854.2672,0.6018
854.4463,1.1264,854.4463,1.3402,854.4463,0.6024
854.6253,1.1283,854.6253,1.3413,854.6253,0.6001
854.8043,1.1333,854.8043,1.3311,854.8043,0.6016
854.9833,1.1213,854.9833,1.3349,854.9833,0.5997
855.1623,1.1232,855.1623,1.3353,855.1623,0.602
855.3413,1.1111,855.3413,1.3218,855.3413,0.5971
855.5202,1.1181,855.5202,1.3168,855.5202,0.5999
855.6991,1.1073,855.6991,1.3183,855.6991,0.5994
855.8781,1.1048,855.8781,1.3284,855.8781,0.5943
856.057,1.1011,856.057,1.3132,856.057,0.5951
856.2359,1.1025,856.2359,1.3197,856.2359,0.5966
856.4147,1.0975,856.4147,1.3033,856.4147,0.5954
856.5936,1.088,856.5936,1.3067,856.5936,0.5925
856.7724,1.091,856.7724,1.301,856.7724,0.5943
856.9512,1.0863,856.9512,1.2971,856.9512,0.5947
857.13,1.0788,857.13,1.3013,857.13,0.5925
857.3088,1.0775,857.3088,1.2939,857.3088,0.5912
857.4876,1.0759,857.4876,1.2877,857.4876,0.5929
857.6663,1.0708,857.6663,1.2838,857.6663,0.5926
857.8451,1.0748,857.8451,1.2949,857.8451,0.5918
858.0238,1.0668,858.0238,1.2763,858.0238,0.5894
858.2025,1.0593,858.2025,1.2793,858.2025,0.5918
858.3812,1.0603,858.3812,1.2762,858.3812,0.5887
858.5599,1.0596,858.5599,1.271,858.5599,0.588
858.7385,1.0544,858.7385,1.2671,858.7385,0.5896
858.9171,1.0462,858.9171,1.2752,858.9171,0.5881
859.0958,1.0462,859.0958,1.264,859.0958,0.5892
859.2744,1.0466,859.2744,1.2529,859.2744,0.588
859.453,1.0425,859.453,1.2567,859.453,0.5874
859.6315,1.0391,859.6315,1.254,859.6315,0.5841
859.8101,1.0326,859.8101,1.2497,859.8101,0.588
859.9886,1.0305,859.9886,1.2501,859.9886,0.5814
860.1671,1.0224,860.1671,1.2391,860.1671,0.5854
860.3457,1.0203,860.3457,1.2389,860.3457,0.5835
860.5241,1.0218,860.5241,1.2389,860.5241,0.5822
860.7026,1.0183,860.7026,1.2399,860.7026,0.585
860.8811,1.0138,860.8811,1.2372,860.8811,0.5831
861.0595,1.0094,861.0595,1.2297,861.0595,0.5818
861.2379,1.0088,861.2379,1.2245,861.2379,0.5802
861.4163,1.0034,861.4163,1.2279,861.4163,0.579
861.5947,1.001,861.5947,1.2213,861.5947,0.5811
861.7731,0.9988,861.7731,1.2207,861.7731,0.5798
861.9515,0.9996,861.9515,1.2116,861.9515,0.5773
862.1298,0.9884,862.1298,1.2068,862.1298,0.5783
862.3081,0.9904,862.3081,1.2118,862.3081,0.5759
862.4864,0.9903,862.4864,1.2034,862.4864,0.5782
862.6647,0.9786,862.6647,1.2054,862.6647,0.577
862.843,0.9775,862.843,1.2041,862.843,0.5756
863.0213,0.9778,863.0213,1.1986,863.0213,0.576
863.1995,0.9758,863.1995,1.1936,863.1995,0.5761
863.3777,0.9646,863.3777,1.1912,863.3777,0.5711
863.5559,0.9637,863.5559,1.19,863.5559,0.5721
863.7341,0.9651,863.7341,1.1896,863.7341,0.5739
863.9123,0.9596,863.9123,1.1886,863.9123,0.5711
864.0905,0.9528,864.0905,1.1804,864.0905,0.5714
864.2686,0.9555,864.2686,1.177,864.2686,0.5733
864.4467,0.9448,864.4467,1.1716,864.4467,0.5714
864.6249,0.9503,864.6249,1.1729,864.6249,0.57
864.8029,0.9472,864.8029,1.1723,864.8029,0.5679
864.981,0.9427,864.981,1.1702,864.981,0.5658
865.1591,0.9365,865.1591,1.1691,865.1591,0.5689
865.3371,0.9374,865.3371,1.1593,865.3371,0.5695
865.5152,0.9363,865.5152,1.1507,865.5152,0.5691
865.6932,0.9297,865.6932,1.1594,865.6932,0.5683
865.8712,0.93,865.8712,1.1519,865.8712,0.5672
866.0491,0.9264,866.0491,1.1499,866.0491,0.5666
866.2271,0.9176,866.2271,1.1456,866.2271,0.5652
866.405,0.9133,866.405,1.1437,866.405,0.5625
866.583,0.9111,866.583,1.1325,866.583,0.5637
866.7609,0.909,866.7609,1.1379,866.7609,0.5643
866.9388,0.9081,866.9388,1.1259,866.9388,0.5623
867.1167,0.9042,867.1167,1.1296,867.1167,0.5604
867.2945,0.8997,867.2945,1.1355,867.2945,0.5586
867.4724,0.8919,867.4724,1.1278,867.4724,0.5598
867.6502,0.8943,867.6502,1.1169,867.6502,0.56
867.828,0.8952,867.828,1.1252,867.828,0.5594
868.0058,0.889,868.0058,1.1225,868.0058,0.5578
868.1836,0.8866,868.1836,1.1154,868.1836,0.5594
868.3613,0.8832,868.3613,1.107,868.3613,0.5572
868.5391,0.8752,868.5391,1.1096,868.5391,0.5568
868.7168,0.876,868.7168,1.1099,868.7168,0.5558
868.8945,0.8781,868.8945,1.1085,868.8945,0.557
869.0722,0.8761,869.0722,1.1016,869.0722,0.5557
869.2499,0.873,869.2499,1.0921,869.2499,0.5568
869.4276,0.8694,869.4276,1.0898,869.4276,0.5555
869.6052,0.8619,869.6052,1.0927,869.6052,0.5547
869.7828,0.8594,869.7828,1.0926,869.7828,0.5542
869.9605,0.8538,869.9605,1.0826,869.9605,0.5502
870.1381,0.8563,870.1381,1.0846,870.1381,0.5538
870.3156,0.8497,870.3156,1.0756,870.3156,0.5535
870.4932,0.8487,870.4932,1.0771,870.4932,0.5515
870.6707,0.8443,870.6707,1.0701,870.6707,0.5475
870.8483,0.8411,870.8483,1.0717,870.8483,0.5509
871.0258,0.8458,871.0258,1.0668,871.0258,0.5484
871.2033,0.8322,871.2033,1.0682,871.2033,0.55
871.3808,0.8345,871.3808,1.0657,871.3808,0.5478
871.5582,0.8358,871.5582,1.0596,871.5582,0.5477
871.7357,0.8301,871.7357,1.054,871.7357,0.5479
871.9131,0.8257,871.9131,1.0552,871.9131,0.5472
872.0905,0.8286,872.0905,1.0538,872.0905,0.5466
872.2679,0.8171,872.2679,1.0439,872.2679,0.5468
872.4453,0.8191,872.4453,1.0475,872.4453,0.5488
872.6227,0.8167,872.6227,1.0439,872.6227,0.5424
872.8,0.8149,872.8,1.0406,872.8,0.5451
872.9773,0.8113,872.9773,1.0315,872.9773,0.5437
873.1547,0.8101,873.1547,1.0337,873.1547,0.5429
873.332,0.8054,873.332,1.0286,873.332,0.5427
873.5092,0.8031,873.5092,1.0223,873.5092,0.5459
873.6865,0.7977,873.6865,1.0299,873.6865,0.5412
873.8637,0.7965,873.8637,1.0226,873.8637,0.5414
874.041,0.7953,874.041,1.0126,874.041,0.5393
874.2182,0.7903,874.2182,1.019,874.2182,0.5406
874.3954,0.7886,874.3954,1.0138,874.3954,0.5401
874.5726,0.7863,874.5726,1.0064,874.5726,0.5373
874.7497,0.784,874.7497,1.0122,874.7497,0.5366
874.9269,0.7789,874.9269,1.004,874.9269,0.5401
875.104,0.7762,875.104,0.9998,875.104,0.5366
875.2811,0.7759,875.2811,1.0029,875.2811,0.5383
875.4582,0.7707,875.4582,0.9916,875.4582,0.5374
875.6353,0.7702,875.6353,0.9972,875.6353,0.5355
875.8124,0.7645,875.8124,0.9906,875.8124,0.5363
875.9894,0.7705,875.9894,0.9895,875.9894,0.5341
876.1664,0.7617,876.1664,0.9891,876.1664,0.53
876.3435,0.7587,876.3435,0.9799,876.3435,0.5314
876.5205,0.7546,876.5205,0.9768,876.5205,0.5347
876.6974,0.754,876.6974,0.9758,876.6974,0.53
876.8744,0.7494,876.8744,0.9727,876.8744,0.5321
877.0513,0.7462,877.0513,0.9695,877.0513,0.5317
877.2283,0.7475,877.2283,0.9726,877.2283,0.5305
877.4052,0.7429,877.4052,0.9696,877.4052,0.53
877.5821,0.7407,877.5821,0.9628,877.5821,0.5284
877.759,0.7406,877.759,0.9603,877.759,0.5278
877.9358,0.733,877.9358,0.9587,877.9358,0.5276
878.1127,0.7367,878.1127,0.956,878.1127,0.5259
878.2895,0.7323,878.2895,0.9553,878.2895,0.5255
878.4663,0.7277,878.4663,0.9495,878.4663,0.5269
878.6431,0.7251,878.6431,0.9535,878.6431,0.5257
878.8199,0.7236,878.8199,0.9466,878.8199,0.5247
878.9967,0.722,878.9967,0.9415,878.9967,0.5244
879.1734,0.7185,879.1734,0.9419,879.1734,0.5237
879.3501,0.7194,879.3501,0.9363,879.3501,0.5246
879.5268,0.7132,879.5268,0.9343,879.5268,0.5245
879.7035,0.7145,879.7035,0.931,879.7035,0.5206
879.8802,0.7099,879.8802,0.9303,879.8802,0.5212
880.0569,0.7044,880.0569,0.9252,880.0569,0.5203
880.2335,0.7026,880.2335,0.9253,880.2335,0.5203
880.4102,0.7028,880.4102,0.9204,880.4102,0.5213
880.5868,0.7036,880.5868,0.9201,880.5868,0.5208
880.7634,0.6997,880.7634,0.9134,880.7634,0.519
880.9399,0.6955,880.9399,0.9148,880.9399,0.5198
881.1165,0.6925,881.1165,0.9133,881.1165,0.5187
881.293,0.6911,881.293,0.9041,881.293,0.5168
881.4696,0.6915,881.4696,0.9024,881.4696,0.5163
881.6461,0.6832,881.6461,0.8989,881.6461,0.5133
881.8226,0.6855,881.8226,0.8982,881.8226,0.5161
881.9991,0.6805,881.9991,0.897,881.9991,0.5149
882.1755,0.6775,882.1755,0.8922,882.1755,0.512
882.352,0.6802,882.352,0.8915,882.352,0.5149
882.5284,0.6734,882.5284,0.8877,882.5284,0.5119
882.7048,0.6728,882.7048,0.8912,882.7048,0.5142
882.8812,0.6714,882.8812,0.8837,882.8812,0.5109
883.0576,0.6716,883.0576,0.8865,883.0576,0.5132
883.2339,0.669,883.2339,0.8803,883.2339,0.5108
883.4103,0.6633,883.4103,0.8808,883.4103,0.5076
883.5866,0.658,883.5866,0.8728,883.5866,0.5116
883.7629,0.6596,883.7629,0.8726,883.7629,0.5101
883.9392,0.659,883.9392,0.8677,883.9392,0.5067
884.1155,0.6511,884.1155,0.8698,884.1155,0.5071
884.2917,0.6513,884.2917,0.8679,884.2917,0.5071
884.468,0.6491,884.468,0.8594,884.468,0.5075
884.6442,0.6491,884.6442,0.8621,884.6442,0.5105
884.8204,0.6449,884.8204,0.8557,884.8204,0.5041
884.9966,0.6419,884.9966,0.8535,884.9966,0.5021
885.1728,0.6401,885.1728,0.8581,885.1728,0.5035
885.349,0.6405,885.349,0.8478,885.349,0.5037
885.5251,0.6363,885.5251,0.8511,885.5251,0.5004
885.7012,0.6337,885.7012,0.848,885.7012,0.5015
885.8773,0.6329,885.8773,0.8425,885.8773,0.4991
886.0534,0.6291,886.0534,0.8411,886.0534,0.4979
886.2295,0.6267,886.2295,0.8378,886.2295,0.4984
886.4056,0.6243,886.4056,0.836,886.4056,0.5025
886.5816,0.6256,886.5816,0.836,886.5816,0.5001
886.7576,0.6192,886.7576,0.8315,886.7576,0.4998
886.9336,0.6196,886.9336,0.8288,886.9336,0.4987
887.1096,0.6141,887.1096,0.8242,887.1096,0.4976
887.2856,0.6132,887.2856,0.8239,887.2856,0.4971
887.4615,0.6136,887.4615,0.8206,887.4615,0.4968
887.6375,0.6099,887.6375,0.8194,887.6375,0.4952
887.8134,0.6068,887.8134,0.8157,887.8134,0.4943
887.9893,0.6072,887.9893,0.8154,887.9893,0.4922
888.1652,0.6058,888.1652,0.8124,888.1652,0.4956
888.3411,0.6051,888.3411,0.8113,888.3411,0.4923
888.5169,0.6035,888.5169,0.8068,888.5169,0.4955
888.6928,0.5984,888.6928,0.8085,888.6928,0.4946
888.8686,0.5965,888.8686,0.8017,888.8686,0.4927
889.0444,0.596,889.0444,0.8012,889.0444,0.4905
889.2202,0.593,889.2202,0.794,889.2202,0.4927
889.396,0.5934,889.396,0.7944,889.396,0.4915
889.5717,0.5903,889.5717,0.7915,889.5717,0.4902
889.7474,0.5895,889.7474,0.7893,889.7474,0.493
889.9232,0.5862,889.9232,0.7879,889.9232,0.4917
890.0989,0.5839,890.0989,0.7802,890.0989,0.4877
890.2746,0.5798,890.2746,0.7843,890.2746,0.4881
890.4502,0.5791,890.4502,0.7804,890.4502,0.4887
890.6259,0.5783,890.6259,0.7765,890.6259,0.4878
890.8015,0.578,890.8015,0.7754,890.8015,0.4864
890.9771,0.5761,890.9771,0.7763,890.9771,0.4865
891.1527,0.5706,891.1527,0.7751,891.1527,0.4837
891.3283,0.5701,891.3283,0.7688,891.3283,0.485
891.5039,0.5648,891.5039,0.7651,891.5039,0.4838
891.6794,0.5662,891.6794,0.7644,891.6794,0.4839
891.855,0.5627,891.855,0.7585,891.855,0.4847
892.0305,0.56,892.0305,0.7595,892.0305,0.4808
892.206,0.5562,892.206,0.7559,892.206,0.4826
892.3815,0.5571,892.3815,0.7539,892.3815,0.4803
892.5569,0.5568,892.5569,0.7538,892.5569,0.482
892.7324,0.5561,892.7324,0.7501,892.7324,0.4803
892.9078,0.5515,892.9078,0.7518,892.9078,0.4817
893.0832,0.5507,893.0832,0.7475,893.0832,0.48
893.2586,0.5469,893.2586,0.7434,893.2586,0.4797
893.434,0.5483,893.434,0.7428,893.434,0.4756
893.6094,0.5478,893.6094,0.7399,893.6094,0.4793
893.7847,0.542,893.7847,0.7362,893.7847,0.4779
893.9601,0.5401,893.9601,0.7332,893.9601,0.4777
894.1354,0.5401,894.1354,0.7323,894.1354,0.4748
894.3107,0.5372,894.3107,0.7276,894.3107,0.4773
894.486,0.5357,894.486,0.7285,894.486,0.476
894.6612,0.5331,894.6612,0.7272,894.6612,0.4751
894.8365,0.5311,894.8365,0.7249,894.8365,0.4768
895.0117,0.5282,895.0117,0.7246,895.0117,0.474
895.1869,0.5274,895.1869,0.7179,895.1869,0.4726
895.3621,0.5264,895.3621,0.7136,895.3621,0.4744
895.5373,0.5261,895.5373,0.7157,895.5373,0.4697
895.7125,0.521,895.7125,0.7125,895.7125,0.4698
895.8876,0.5221,895.8876,0.7122,895.8876,0.4682
896.0627,0.5198,896.0627,0.7064,896.0627,0.4679
896.2378,0.517,896.2378,0.7046,896.2378,0.4709
896.4129,0.5171,896.4129,0.7033,896.4129,0.4695
896.588,0.5129,896.588,0.7049,896.588,0.4681
896.7631,0.5101,896.7631,0.6975,896.7631,0.4673
