WavelengthBeforeRxn,AbsorbanceBeforeRxn,WavelengthAfterRxn,AbsorbanceAfterRxn,WavelengthAfterPurification,AbsorbanceAfterPurification
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,3x Purification,3x Purification
634.0311,0.1632,634.0311,0.1212,634.0311,0.1768
634.2277,0.1646,634.2277,0.123,634.2277,0.1772
634.4242,0.1649,634.4242,0.1212,634.4242,0.1779
634.6206,0.1625,634.6206,0.1217,634.6206,0.1789
634.8171,0.1647,634.8171,0.1231,634.8171,0.1782
635.0136,0.1639,635.0136,0.1211,635.0136,0.1792
635.21,0.1643,635.21,0.1215,635.21,0.1775
635.4064,0.1642,635.4064,0.1206,635.4064,0.1785
635.6029,0.1649,635.6029,0.1218,635.6029,0.1782
635.7993,0.1635,635.7993,0.1219,635.7993,0.1787
635.9957,0.1647,635.9957,0.1209,635.9957,0.1785
636.192,0.1647,636.192,0.1219,636.192,0.1777
636.3884,0.165,636.3884,0.1226,636.3884,0.1781
636.5847,0.1646,636.5847,0.1224,636.5847,0.1776
636.7811,0.1646,636.7811,0.1214,636.7811,0.1769
636.9774,0.1647,636.9774,0.1228,636.9774,0.1783
637.1737,0.164,637.1737,0.1208,637.1737,0.179
637.37,0.1642,637.37,0.1228,637.37,0.1783
637.5663,0.1654,637.5663,0.122,637.5663,0.1779
637.7626,0.1649,637.7626,0.121,637.7626,0.1794
637.9588,0.1661,637.9588,0.1215,637.9588,0.1796
638.1551,0.1648,638.1551,0.1218,638.1551,0.1792
638.3513,0.1659,638.3513,0.1218,638.3513,0.1789
638.5475,0.1646,638.5475,0.1212,638.5475,0.1782
638.7437,0.1662,638.7437,0.1211,638.7437,0.1788
638.9399,0.1655,638.9399,0.1204,638.9399,0.1793
639.1361,0.1647,639.1361,0.1222,639.1361,0.1789
639.3322,0.1672,639.3322,0.1218,639.3322,0.1775
639.5284,0.1675,639.5284,0.1215,639.5284,0.1784
639.7245,0.167,639.7245,0.1189,639.7245,0.1789
639.9206,0.1672,639.9206,0.1226,639.9206,0.1777
640.1168,0.1666,640.1168,0.1217,640.1168,0.1803
640.3128,0.1654,640.3128,0.1209,640.3128,0.1794
640.5089,0.1681,640.5089,0.1196,640.5089,0.1792
640.705,0.1674,640.705,0.1218,640.705,0.18
640.901,0.1674,640.901,0.1214,640.901,0.1799
641.0971,0.1675,641.0971,0.121,641.0971,0.1804
641.2931,0.1665,641.2931,0.1205,641.2931,0.1797
641.4891,0.1662,641.4891,0.1224,641.4891,0.1792
641.6851,0.1669,641.6851,0.1229,641.6851,0.1803
641.8811,0.1676,641.8811,0.1221,641.8811,0.1802
642.0771,0.1668,642.0771,0.1211,642.0771,0.1797
642.273,0.1673,642.273,0.1223,642.273,0.1797
642.469,0.1672,642.469,0.1212,642.469,0.1806
642.6649,0.1674,642.6649,0.1208,642.6649,0.1799
642.8608,0.1684,642.8608,0.1214,642.8608,0.1785
643.0567,0.169,643.0567,0.1215,643.0567,0.1808
643.2526,0.1677,643.2526,0.1208,643.2526,0.1812
643.4485,0.1679,643.4485,0.1205,643.4485,0.1813
643.6444,0.1673,643.6444,0.1206,643.6444,0.1812
643.8402,0.1686,643.8402,0.1207,643.8402,0.1815
644.0361,0.1683,644.0361,0.122,644.0361,0.1821
644.2319,0.169,644.2319,0.1211,644.2319,0.1811
644.4277,0.1688,644.4277,0.1213,644.4277,0.1801
644.6235,0.1692,644.6235,0.1216,644.6235,0.1807
644.8193,0.169,644.8193,0.1211,644.8193,0.1815
645.015,0.1691,645.015,0.1213,645.015,0.1812
645.2108,0.1684,645.2108,0.1222,645.2108,0.1822
645.4065,0.1691,645.4065,0.1209,645.4065,0.1825
645.6023,0.17,645.6023,0.1221,645.6023,0.1822
645.798,0.1706,645.798,0.1222,645.798,0.1829
645.9937,0.1713,645.9937,0.1224,645.9937,0.1827
646.1894,0.1702,646.1894,0.1218,646.1894,0.1832
646.385,0.1713,646.385,0.1209,646.385,0.1823
646.5807,0.1704,646.5807,0.1223,646.5807,0.1837
646.7763,0.1706,646.7763,0.1222,646.7763,0.1831
646.972,0.1707,646.972,0.1209,646.972,0.1836
647.1676,0.1708,647.1676,0.1215,647.1676,0.1827
647.3632,0.1711,647.3632,0.1216,647.3632,0.1837
647.5588,0.1718,647.5588,0.1218,647.5588,0.1842
647.7544,0.171,647.7544,0.1217,647.7544,0.1829
647.9499,0.1715,647.9499,0.1235,647.9499,0.1829
648.1455,0.1714,648.1455,0.1213,648.1455,0.1838
648.341,0.1722,648.341,0.1233,648.341,0.1835
648.5366,0.1728,648.5366,0.1219,648.5366,0.1837
648.7321,0.1732,648.7321,0.1227,648.7321,0.1834
648.9276,0.1741,648.9276,0.1219,648.9276,0.1835
649.123,0.1743,649.123,0.1219,649.123,0.1845
649.3185,0.1737,649.3185,0.1229,649.3185,0.1821
649.514,0.1742,649.514,0.1229,649.514,0.1854
649.7094,0.1729,649.7094,0.1235,649.7094,0.1847
649.9048,0.1738,649.9048,0.1219,649.9048,0.1858
650.1003,0.1746,650.1003,0.1237,650.1003,0.1844
650.2957,0.1741,650.2957,0.1225,650.2957,0.1842
650.491,0.1752,650.491,0.1239,650.491,0.1846
650.6864,0.1753,650.6864,0.1243,650.6864,0.1839
650.8818,0.1765,650.8818,0.1246,650.8818,0.1853
651.0771,0.1757,651.0771,0.1239,651.0771,0.1854
651.2725,0.1758,651.2725,0.1237,651.2725,0.185
651.4678,0.1757,651.4678,0.1236,651.4678,0.1854
651.6631,0.1766,651.6631,0.1243,651.6631,0.1846
651.8584,0.1764,651.8584,0.1244,651.8584,0.1856
652.0537,0.1755,652.0537,0.1238,652.0537,0.1852
652.2489,0.177,652.2489,0.1231,652.2489,0.1857
652.4442,0.1784,652.4442,0.1238,652.4442,0.186
652.6394,0.1774,652.6394,0.124,652.6394,0.1856
652.8346,0.1786,652.8346,0.1253,652.8346,0.1859
653.0298,0.1785,653.0298,0.1238,653.0298,0.185
653.225,0.1775,653.225,0.1259,653.225,0.1866
653.4202,0.179,653.4202,0.124,653.4202,0.1872
653.6154,0.1796,653.6154,0.1263,653.6154,0.1875
653.8105,0.1775,653.8105,0.126,653.8105,0.188
654.0057,0.1778,654.0057,0.1235,654.0057,0.1863
654.2008,0.1799,654.2008,0.1267,654.2008,0.1869
654.3959,0.1791,654.3959,0.1253,654.3959,0.1885
654.591,0.181,654.591,0.1245,654.591,0.187
654.7861,0.1799,654.7861,0.1257,654.7861,0.187
654.9812,0.18,654.9812,0.1257,654.9812,0.1874
655.1763,0.181,655.1763,0.1262,655.1763,0.1862
655.3713,0.182,655.3713,0.1261,655.3713,0.1886
655.5663,0.1817,655.5663,0.1248,655.5663,0.1882
655.7613,0.1812,655.7613,0.1265,655.7613,0.188
655.9564,0.1831,655.9564,0.1277,655.9564,0.1867
656.1513,0.1822,656.1513,0.1265,656.1513,0.1885
656.3463,0.1832,656.3463,0.1269,656.3463,0.188
656.5413,0.1824,656.5413,0.1265,656.5413,0.188
656.7362,0.1832,656.7362,0.1263,656.7362,0.1891
656.9312,0.183,656.9312,0.1273,656.9312,0.1881
657.1261,0.1853,657.1261,0.1278,657.1261,0.1894
657.321,0.1839,657.321,0.1276,657.321,0.1885
657.5159,0.1858,657.5159,0.127,657.5159,0.1881
657.7108,0.1857,657.7108,0.1269,657.7108,0.1891
657.9056,0.1852,657.9056,0.1293,657.9056,0.1887
658.1005,0.1862,658.1005,0.1296,658.1005,0.1904
658.2953,0.1858,658.2953,0.1296,658.2953,0.1886
658.4902,0.1854,658.4902,0.1291,658.4902,0.1887
658.685,0.1863,658.685,0.128,658.685,0.1901
658.8798,0.1888,658.8798,0.1283,658.8798,0.1902
659.0746,0.1865,659.0746,0.1293,659.0746,0.1901
659.2693,0.1891,659.2693,0.1283,659.2693,0.1901
659.4641,0.1887,659.4641,0.13,659.4641,0.1905
659.6588,0.1889,659.6588,0.1308,659.6588,0.1916
659.8536,0.1876,659.8536,0.1302,659.8536,0.1909
660.0483,0.1891,660.0483,0.1297,660.0483,0.1891
660.243,0.191,660.243,0.1311,660.243,0.1916
660.4377,0.1909,660.4377,0.1302,660.4377,0.1904
660.6323,0.1913,660.6323,0.1303,660.6323,0.191
660.827,0.1906,660.827,0.1294,660.827,0.1915
661.0217,0.192,661.0217,0.1304,661.0217,0.1925
661.2163,0.191,661.2163,0.1306,661.2163,0.1924
661.4109,0.1909,661.4109,0.1307,661.4109,0.1904
661.6055,0.1916,661.6055,0.1306,661.6055,0.1929
661.8001,0.1921,661.8001,0.1319,661.8001,0.1928
661.9947,0.1914,661.9947,0.131,661.9947,0.1926
662.1892,0.1937,662.1892,0.132,662.1892,0.1931
662.3838,0.1945,662.3838,0.1317,662.3838,0.1932
662.5783,0.1942,662.5783,0.132,662.5783,0.1935
662.7729,0.1938,662.7729,0.1314,662.7729,0.1928
662.9674,0.197,662.9674,0.1322,662.9674,0.1935
663.1619,0.1965,663.1619,0.1337,663.1619,0.1942
663.3563,0.1952,663.3563,0.1338,663.3563,0.1935
663.5508,0.1966,663.5508,0.134,663.5508,0.1951
663.7453,0.1971,663.7453,0.1341,663.7453,0.1949
663.9397,0.1975,663.9397,0.1347,663.9397,0.1948
664.1341,0.1976,664.1341,0.1343,664.1341,0.1952
664.3285,0.1978,664.3285,0.1349,664.3285,0.1938
664.5229,0.1983,664.5229,0.1341,664.5229,0.1956
664.7173,0.1996,664.7173,0.1362,664.7173,0.1944
664.9117,0.2004,664.9117,0.1366,664.9117,0.195
665.1061,0.1989,665.1061,0.1342,665.1061,0.1944
665.3004,0.2006,665.3004,0.135,665.3004,0.1955
665.4947,0.2012,665.4947,0.1354,665.4947,0.1959
665.689,0.2018,665.689,0.1359,665.689,0.196
665.8833,0.2028,665.8833,0.1359,665.8833,0.1956
666.0776,0.203,666.0776,0.1376,666.0776,0.1961
666.2719,0.2026,666.2719,0.1366,666.2719,0.1963
666.4662,0.2032,666.4662,0.1357,666.4662,0.1967
666.6604,0.2034,666.6604,0.1379,666.6604,0.1964
666.8546,0.2041,666.8546,0.1386,666.8546,0.1978
667.0489,0.2036,667.0489,0.1385,667.0489,0.1971
667.2431,0.2042,667.2431,0.1375,667.2431,0.1977
667.4373,0.2055,667.4373,0.1385,667.4373,0.1979
667.6314,0.2064,667.6314,0.139,667.6314,0.1977
667.8256,0.2089,667.8256,0.1405,667.8256,0.1981
668.0197,0.2068,668.0197,0.139,668.0197,0.1983
668.2139,0.2072,668.2139,0.1402,668.2139,0.1986
668.408,0.2085,668.408,0.1405,668.408,0.1972
668.6021,0.2092,668.6021,0.1405,668.6021,0.1996
668.7962,0.2082,668.7962,0.1412,668.7962,0.1984
668.9903,0.2096,668.9903,0.1406,668.9903,0.1992
669.1843,0.2102,669.1843,0.1403,669.1843,0.1981
669.3784,0.211,669.3784,0.1415,669.3784,0.1994
669.5724,0.2109,669.5724,0.1416,669.5724,0.1996
669.7665,0.2126,669.7665,0.1426,669.7665,0.2005
669.9605,0.2128,669.9605,0.1419,669.9605,0.2002
670.1545,0.213,670.1545,0.1434,670.1545,0.201
670.3485,0.2147,670.3485,0.1427,670.3485,0.2011
670.5424,0.2146,670.5424,0.1432,670.5424,0.2009
670.7364,0.2154,670.7364,0.1429,670.7364,0.2009
670.9303,0.2153,670.9303,0.1431,670.9303,0.2004
671.1242,0.2156,671.1242,0.1445,671.1242,0.2019
671.3182,0.2168,671.3182,0.145,671.3182,0.202
671.5121,0.2177,671.5121,0.1443,671.5121,0.201
671.7059,0.2178,671.7059,0.1454,671.7059,0.2012
671.8998,0.218,671.8998,0.1449,671.8998,0.2029
672.0937,0.2195,672.0937,0.1458,672.0937,0.2017
672.2875,0.2205,672.2875,0.1456,672.2875,0.2017
672.4813,0.2209,672.4813,0.1466,672.4813,0.2028
672.6752,0.2206,672.6752,0.1487,672.6752,0.2034
672.869,0.2206,672.869,0.147,672.869,0.2042
673.0627,0.2217,673.0627,0.1466,673.0627,0.2026
673.2565,0.2241,673.2565,0.1475,673.2565,0.203
673.4503,0.2226,673.4503,0.1481,673.4503,0.2042
673.644,0.2239,673.644,0.1484,673.644,0.204
673.8378,0.2249,673.8378,0.1489,673.8378,0.2049
674.0315,0.226,674.0315,0.1471,674.0315,0.204
674.2252,0.2258,674.2252,0.1481,674.2252,0.2035
674.4189,0.2266,674.4189,0.1504,674.4189,0.205
674.6125,0.2281,674.6125,0.1502,674.6125,0.206
674.8062,0.2283,674.8062,0.1507,674.8062,0.2055
674.9999,0.2299,674.9999,0.1507,674.9999,0.2057
675.1935,0.2296,675.1935,0.1515,675.1935,0.2052
675.3871,0.229,675.3871,0.153,675.3871,0.2063
675.5807,0.2305,675.5807,0.1529,675.5807,0.2055
675.7743,0.2311,675.7743,0.1524,675.7743,0.2054
675.9679,0.2325,675.9679,0.1527,675.9679,0.2074
676.1614,0.2333,676.1614,0.152,676.1614,0.2073
676.355,0.2337,676.355,0.1526,676.355,0.2061
676.5485,0.2342,676.5485,0.1538,676.5485,0.2085
676.7421,0.2355,676.7421,0.1538,676.7421,0.207
676.9356,0.2363,676.9356,0.1545,676.9356,0.2072
677.1291,0.2361,677.1291,0.1552,677.1291,0.2074
677.3225,0.2379,677.3225,0.1564,677.3225,0.2069
677.516,0.2387,677.516,0.1539,677.516,0.2083
677.7095,0.2382,677.7095,0.1565,677.7095,0.2084
677.9029,0.2387,677.9029,0.1563,677.9029,0.2091
678.0963,0.2399,678.0963,0.1567,678.0963,0.2104
678.2897,0.2408,678.2897,0.1572,678.2897,0.2093
678.4831,0.2425,678.4831,0.1586,678.4831,0.2091
678.6765,0.244,678.6765,0.159,678.6765,0.2079
678.8699,0.2436,678.8699,0.1602,678.8699,0.2101
679.0632,0.2447,679.0632,0.1593,679.0632,0.2089
679.2566,0.2442,679.2566,0.1599,679.2566,0.209
679.4499,0.2466,679.4499,0.1611,679.4499,0.2093
679.6432,0.2475,679.6432,0.1605,679.6432,0.2111
679.8365,0.2475,679.8365,0.1612,679.8365,0.2107
680.0298,0.2486,680.0298,0.162,680.0298,0.21
680.2231,0.2496,680.2231,0.1614,680.2231,0.2114
680.4163,0.2505,680.4163,0.1632,680.4163,0.2114
680.6096,0.2513,680.6096,0.1632,680.6096,0.2123
680.8028,0.25,680.8028,0.1634,680.8028,0.2107
680.996,0.2535,680.996,0.1631,680.996,0.2125
681.1892,0.2537,681.1892,0.1649,681.1892,0.2108
681.3824,0.255,681.3824,0.1652,681.3824,0.2129
681.5756,0.2552,681.5756,0.1661,681.5756,0.2125
681.7687,0.2563,681.7687,0.166,681.7687,0.2132
681.9619,0.2557,681.9619,0.1663,681.9619,0.2132
682.155,0.2584,682.155,0.1654,682.155,0.2132
682.3481,0.2593,682.3481,0.1665,682.3481,0.2142
682.5412,0.2606,682.5412,0.1669,682.5412,0.2145
682.7343,0.2602,682.7343,0.1681,682.7343,0.2149
682.9274,0.2625,682.9274,0.1678,682.9274,0.2142
683.1204,0.264,683.1204,0.1694,683.1204,0.2145
683.3135,0.2632,683.3135,0.1692,683.3135,0.2141
683.5065,0.2676,683.5065,0.1687,683.5065,0.2153
683.6995,0.2656,683.6995,0.1698,683.6995,0.2148
683.8925,0.2658,683.8925,0.1709,683.8925,0.2152
684.0855,0.2675,684.0855,0.1718,684.0855,0.2148
684.2785,0.2688,684.2785,0.1725,684.2785,0.2159
684.4715,0.2705,684.4715,0.1729,684.4715,0.2166
684.6644,0.2711,684.6644,0.1727,684.6644,0.2173
684.8573,0.2725,684.8573,0.173,684.8573,0.2167
685.0502,0.2734,685.0502,0.1738,685.0502,0.2168
685.2432,0.2736,685.2432,0.1743,685.2432,0.2173
685.436,0.2747,685.436,0.1758,685.436,0.2168
685.6289,0.2767,685.6289,0.1753,685.6289,0.2169
685.8218,0.2766,685.8218,0.1756,685.8218,0.218
686.0146,0.2784,686.0146,0.1756,686.0146,0.2188
686.2075,0.2797,686.2075,0.177,686.2075,0.2186
686.4003,0.2816,686.4003,0.1765,686.4003,0.2193
686.5931,0.2793,686.5931,0.1786,686.5931,0.2188
686.7859,0.2831,686.7859,0.1798,686.7859,0.2192
686.9787,0.2847,686.9787,0.1784,686.9787,0.2209
687.1714,0.2843,687.1714,0.1799,687.1714,0.2203
687.3642,0.2848,687.3642,0.181,687.3642,0.2206
687.5569,0.2876,687.5569,0.1819,687.5569,0.2216
687.7496,0.2878,687.7496,0.1816,687.7496,0.2205
687.9423,0.2901,687.9423,0.1827,687.9423,0.2208
688.135,0.2902,688.135,0.1825,688.135,0.2204
688.3277,0.2923,688.3277,0.1838,688.3277,0.2213
688.5204,0.294,688.5204,0.1831,688.5204,0.2217
688.713,0.294,688.713,0.1851,688.713,0.2222
688.9057,0.2961,688.9057,0.185,688.9057,0.2207
689.0983,0.2968,689.0983,0.1863,689.0983,0.223
689.2909,0.2983,689.2909,0.1863,689.2909,0.2225
689.4835,0.299,689.4835,0.1874,689.4835,0.2236
689.6761,0.3005,689.6761,0.1874,689.6761,0.223
689.8686,0.3023,689.8686,0.1887,689.8686,0.2237
690.0612,0.3033,690.0612,0.1887,690.0612,0.2241
690.2537,0.3049,690.2537,0.1911,690.2537,0.2237
690.4462,0.3049,690.4462,0.1898,690.4462,0.2238
690.6387,0.3081,690.6387,0.1917,690.6387,0.2244
690.8312,0.3084,690.8312,0.1921,690.8312,0.2245
691.0237,0.3105,691.0237,0.1924,691.0237,0.2248
691.2162,0.3115,691.2162,0.1937,691.2162,0.2248
691.4086,0.3133,691.4086,0.1946,691.4086,0.2255
691.6011,0.3132,691.6011,0.1938,691.6011,0.2267
691.7935,0.3143,691.7935,0.1949,691.7935,0.2257
691.9859,0.3174,691.9859,0.197,691.9859,0.227
692.1783,0.3177,692.1783,0.1972,692.1783,0.2271
692.3707,0.3197,692.3707,0.1975,692.3707,0.2264
692.563,0.3204,692.563,0.1975,692.563,0.2281
692.7554,0.3223,692.7554,0.1989,692.7554,0.2263
692.9477,0.3236,692.9477,0.199,692.9477,0.2276
693.1401,0.3267,693.1401,0.1993,693.1401,0.2277
693.3324,0.3268,693.3324,0.2003,693.3324,0.2293
693.5247,0.3295,693.5247,0.2022,693.5247,0.2294
693.7169,0.3306,693.7169,0.2018,693.7169,0.2281
693.9092,0.3314,693.9092,0.2038,693.9092,0.2289
694.1015,0.3319,694.1015,0.2035,694.1015,0.2295
694.2937,0.3347,694.2937,0.205,694.2937,0.229
694.4859,0.3366,694.4859,0.2059,694.4859,0.2299
694.6781,0.3363,694.6781,0.206,694.6781,0.2305
694.8703,0.3385,694.8703,0.2053,694.8703,0.2311
695.0625,0.3413,695.0625,0.2079,695.0625,0.231
695.2547,0.3417,695.2547,0.2083,695.2547,0.2317
695.4468,0.3434,695.4468,0.2098,695.4468,0.23
695.639,0.3444,695.639,0.2095,695.639,0.2323
695.8311,0.3479,695.8311,0.2096,695.8311,0.2327
696.0232,0.3478,696.0232,0.2112,696.0232,0.2319
696.2153,0.3505,696.2153,0.2122,696.2153,0.2323
696.4074,0.3524,696.4074,0.2139,696.4074,0.2322
696.5995,0.3539,696.5995,0.2135,696.5995,0.2341
696.7915,0.3559,696.7915,0.2143,696.7915,0.233
696.9836,0.3575,696.9836,0.216,696.9836,0.2347
697.1756,0.3578,697.1756,0.2159,697.1756,0.2354
697.3676,0.3609,697.3676,0.216,697.3676,0.2347
697.5596,0.3613,697.5596,0.2189,697.5596,0.2346
697.7516,0.3628,697.7516,0.218,697.7516,0.2345
697.9435,0.3661,697.9435,0.2209,697.9435,0.2357
698.1355,0.3678,698.1355,0.221,698.1355,0.2361
698.3274,0.3701,698.3274,0.2224,698.3274,0.2359
698.5194,0.3719,698.5194,0.223,698.5194,0.2378
698.7113,0.373,698.7113,0.2225,698.7113,0.2374
698.9032,0.3748,698.9032,0.2232,698.9032,0.2379
699.0951,0.3785,699.0951,0.2241,699.0951,0.2375
699.2869,0.3773,699.2869,0.2248,699.2869,0.2364
699.4788,0.382,699.4788,0.2251,699.4788,0.2375
699.6706,0.3834,699.6706,0.2283,699.6706,0.2384
699.8624,0.3848,699.8624,0.2276,699.8624,0.2392
700.0543,0.3856,700.0543,0.2287,700.0543,0.2391
700.246,0.3875,700.246,0.23,700.246,0.2396
700.4378,0.3909,700.4378,0.2312,700.4378,0.2388
700.6296,0.3941,700.6296,0.2329,700.6296,0.2402
700.8214,0.395,700.8214,0.233,700.8214,0.2406
701.0131,0.396,701.0131,0.233,701.0131,0.2417
701.2048,0.3972,701.2048,0.2331,701.2048,0.2404
701.3965,0.4015,701.3965,0.2353,701.3965,0.2417
701.5882,0.4022,701.5882,0.2376,701.5882,0.2423
701.7799,0.4062,701.7799,0.2377,701.7799,0.2433
701.9716,0.4081,701.9716,0.2384,701.9716,0.2416
702.1632,0.4085,702.1632,0.2383,702.1632,0.241
702.3549,0.4103,702.3549,0.2398,702.3549,0.2434
702.5465,0.4115,702.5465,0.2415,702.5465,0.2438
702.7381,0.4149,702.7381,0.2417,702.7381,0.2425
702.9297,0.4167,702.9297,0.2431,702.9297,0.2436
703.1213,0.4201,703.1213,0.2437,703.1213,0.2436
703.3129,0.4216,703.3129,0.2463,703.3129,0.2452
703.5044,0.4249,703.5044,0.2473,703.5044,0.2447
703.6959,0.4259,703.6959,0.2485,703.6959,0.2456
703.8875,0.4281,703.8875,0.2489,703.8875,0.246
704.079,0.4317,704.079,0.2499,704.079,0.2469
704.2705,0.4335,704.2705,0.25,704.2705,0.2461
704.462,0.4341,704.462,0.2517,704.462,0.2471
704.6534,0.4377,704.6534,0.253,704.6534,0.2459
704.8449,0.4394,704.8449,0.2541,704.8449,0.2462
705.0363,0.443,705.0363,0.2548,705.0363,0.2474
705.2277,0.4448,705.2277,0.2569,705.2277,0.2482
705.4192,0.4476,705.4192,0.2594,705.4192,0.2495
705.6106,0.4484,705.6106,0.2588,705.6106,0.248
705.8019,0.4518,705.8019,0.2588,705.8019,0.2486
705.9933,0.4535,705.9933,0.262,705.9933,0.2487
706.1847,0.4561,706.1847,0.2634,706.1847,0.25
706.376,0.4582,706.376,0.2632,706.376,0.2519
706.5673,0.4614,706.5673,0.2638,706.5673,0.2496
706.7586,0.4641,706.7586,0.2655,706.7586,0.2515
706.9499,0.4663,706.9499,0.2672,706.9499,0.2506
707.1412,0.4702,707.1412,0.2689,707.1412,0.2514
707.3325,0.4719,707.3325,0.2699,707.3325,0.252
707.5237,0.4739,707.5237,0.2703,707.5237,0.2529
707.715,0.4758,707.715,0.272,707.715,0.2534
707.9062,0.4785,707.9062,0.273,707.9062,0.2539
708.0974,0.4837,708.0974,0.2743,708.0974,0.2543
708.2886,0.4839,708.2886,0.2768,708.2886,0.2549
708.4798,0.4878,708.4798,0.2765,708.4798,0.2558
708.6709,0.4891,708.6709,0.2781,708.6709,0.2547
708.8621,0.4919,708.8621,0.2793,708.8621,0.2543
709.0532,0.4953,709.0532,0.2808,709.0532,0.2556
709.2443,0.4982,709.2443,0.2828,709.2443,0.256
709.4354,0.5007,709.4354,0.283,709.4354,0.2563
709.6265,0.502,709.6265,0.2846,709.6265,0.2582
709.8176,0.5064,709.8176,0.2873,709.8176,0.2576
710.0087,0.5083,710.0087,0.2887,710.0087,0.258
710.1997,0.5112,710.1997,0.2894,710.1997,0.2581
710.3908,0.512,710.3908,0.2906,710.3908,0.2577
710.5818,0.5188,710.5818,0.2917,710.5818,0.2592
710.7728,0.5192,710.7728,0.2943,710.7728,0.2596
710.9638,0.5219,710.9638,0.295,710.9638,0.2603
711.1548,0.526,711.1548,0.2952,711.1548,0.2593
711.3457,0.5293,711.3457,0.2975,711.3457,0.2595
711.5367,0.5297,711.5367,0.2971,711.5367,0.2601
711.7276,0.5352,711.7276,0.2995,711.7276,0.2622
711.9185,0.54,711.9185,0.3014,711.9185,0.262
712.1094,0.5402,712.1094,0.3016,712.1094,0.2624
712.3003,0.5445,712.3003,0.3039,712.3003,0.2621
712.4912,0.5467,712.4912,0.3041,712.4912,0.2635
712.6821,0.549,712.6821,0.3086,712.6821,0.264
712.8729,0.5544,712.8729,0.3081,712.8729,0.2644
713.0638,0.5581,713.0638,0.3098,713.0638,0.2646
713.2546,0.561,713.2546,0.3118,713.2546,0.2649
713.4454,0.5623,713.4454,0.3133,713.4454,0.2646
713.6362,0.5648,713.6362,0.3151,713.6362,0.2649
713.8269,0.5707,713.8269,0.3175,713.8269,0.2657
714.0177,0.5709,714.0177,0.3168,714.0177,0.2667
714.2084,0.5763,714.2084,0.3201,714.2084,0.2663
714.3992,0.5776,714.3992,0.321,714.3992,0.2668
714.5899,0.583,714.5899,0.3222,714.5899,0.2691
714.7806,0.5845,714.7806,0.3238,714.7806,0.268
714.9713,0.5894,714.9713,0.3274,714.9713,0.2673
715.162,0.5917,715.162,0.3284,715.162,0.2685
715.3526,0.5947,715.3526,0.3296,715.3526,0.2683
715.5433,0.598,715.5433,0.3318,715.5433,0.2709
715.7339,0.6005,715.7339,0.3299,715.7339,0.2704
715.9245,0.6051,715.9245,0.3344,715.9245,0.2711
716.1151,0.6079,716.1151,0.3355,716.1151,0.2695
716.3057,0.6109,716.3057,0.3379,716.3057,0.2716
716.4963,0.6152,716.4963,0.3396,716.4963,0.2708
716.6868,0.6211,716.6868,0.3412,716.6868,0.2728
716.8774,0.6212,716.8774,0.3428,716.8774,0.2726
717.0679,0.6275,717.0679,0.3447,717.0679,0.2719
717.2584,0.6304,717.2584,0.3458,717.2584,0.2739
717.4489,0.6335,717.4489,0.3483,717.4489,0.2733
717.6394,0.6377,717.6394,0.3499,717.6394,0.2741
717.8299,0.6404,717.8299,0.3512,717.8299,0.2734
718.0203,0.6449,718.0203,0.3532,718.0203,0.2768
718.2108,0.6485,718.2108,0.3545,718.2108,0.2762
718.4012,0.6545,718.4012,0.3554,718.4012,0.2765
718.5916,0.6563,718.5916,0.3587,718.5916,0.2778
718.782,0.6622,718.782,0.3602,718.782,0.2778
718.9724,0.665,718.9724,0.3619,718.9724,0.2773
719.1628,0.6655,719.1628,0.3636,719.1628,0.278
719.3531,0.6719,719.3531,0.3662,719.3531,0.2784
719.5435,0.675,719.5435,0.3677,719.5435,0.2784
719.7338,0.68,719.7338,0.3699,719.7338,0.2809
719.9241,0.6831,719.9241,0.3713,719.9241,0.2815
720.1144,0.6876,720.1144,0.374,720.1144,0.2811
720.3047,0.6891,720.3047,0.377,720.3047,0.2807
720.495,0.6946,720.495,0.3778,720.495,0.2816
720.6852,0.6978,720.6852,0.3806,720.6852,0.2819
720.8754,0.7029,720.8754,0.383,720.8754,0.2829
721.0657,0.706,721.0657,0.3845,721.0657,0.283
721.2559,0.7119,721.2559,0.3863,721.2559,0.2838
721.4461,0.7134,721.4461,0.3883,721.4461,0.2838
721.6363,0.7209,721.6363,0.3894,721.6363,0.2845
721.8264,0.7221,721.8264,0.3929,721.8264,0.2853
722.0166,0.7251,722.0166,0.3955,722.0166,0.2884
722.2067,0.729,722.2067,0.3962,722.2067,0.2871
722.3968,0.7361,722.3968,0.3993,722.3968,0.2874
722.5869,0.7364,722.5869,0.4012,722.5869,0.2868
722.777,0.7451,722.777,0.403,722.777,0.2879
722.9671,0.7474,722.9671,0.4053,722.9671,0.2878
723.1572,0.7504,723.1572,0.4074,723.1572,0.2887
723.3472,0.7556,723.3472,0.409,723.3472,0.2897
723.5372,0.7593,723.5372,0.4112,723.5372,0.2911
723.7273,0.7621,723.7273,0.4129,723.7273,0.2894
723.9173,0.7673,723.9173,0.4158,723.9173,0.2907
724.1073,0.7695,724.1073,0.4186,724.1073,0.2924
724.2972,0.7766,724.2972,0.4198,724.2972,0.2923
724.4872,0.7797,724.4872,0.4225,724.4872,0.293
724.6771,0.7863,724.6771,0.4252,724.6771,0.2935
724.8671,0.7878,724.8671,0.4274,724.8671,0.2925
