Wavelength,Absorabnce,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Purification,4x Purification
726.5758,0.5257,726.5758,0.3508,726.5758,0.2935
726.7656,0.5282,726.7656,0.3535,726.7656,0.2947
726.9554,0.5303,726.9554,0.3551,726.9554,0.297
727.1451,0.5355,727.1451,0.3577,727.1451,0.2973
727.3349,0.538,727.3349,0.3596,727.3349,0.2982
727.5246,0.5387,727.5246,0.3616,727.5246,0.3003
727.7143,0.5429,727.7143,0.3626,727.7143,0.3027
727.904,0.5463,727.904,0.3649,727.904,0.3046
728.0937,0.5483,728.0937,0.366,728.0937,0.3042
728.2834,0.5504,728.2834,0.368,728.2834,0.3061
728.473,0.554,728.473,0.371,728.473,0.3092
728.6626,0.5566,728.6626,0.3714,728.6626,0.31
728.8523,0.559,728.8523,0.3739,728.8523,0.3109
729.0419,0.5628,729.0419,0.3762,729.0419,0.3123
729.2315,0.565,729.2315,0.3782,729.2315,0.3133
729.4211,0.5677,729.4211,0.3797,729.4211,0.3167
729.6106,0.573,729.6106,0.3818,729.6106,0.3162
729.8002,0.5744,729.8002,0.3836,729.8002,0.3189
729.9897,0.5774,729.9897,0.3866,729.9897,0.3199
730.1792,0.5811,730.1792,0.3876,730.1792,0.3224
730.3687,0.581,730.3687,0.3896,730.3687,0.3239
730.5582,0.5841,730.5582,0.39,730.5582,0.3252
730.7477,0.5888,730.7477,0.3936,730.7477,0.3278
730.9372,0.5928,730.9372,0.3965,730.9372,0.3277
731.1266,0.5954,731.1266,0.3986,731.1266,0.3307
731.316,0.5982,731.316,0.4008,731.316,0.3315
731.5055,0.6021,731.5055,0.4021,731.5055,0.3338
731.6949,0.6071,731.6949,0.4042,731.6949,0.3337
731.8843,0.6073,731.8843,0.4063,731.8843,0.3362
732.0736,0.6096,732.0736,0.4077,732.0736,0.3382
732.263,0.6129,732.263,0.4091,732.263,0.3402
732.4523,0.6169,732.4523,0.412,732.4523,0.3425
732.6417,0.6199,732.6417,0.415,732.6417,0.3437
732.831,0.6248,732.831,0.4163,732.831,0.3447
733.0203,0.6256,733.0203,0.4182,733.0203,0.3463
733.2096,0.63,733.2096,0.4223,733.2096,0.3472
733.3988,0.6326,733.3988,0.4237,733.3988,0.3496
733.5881,0.6372,733.5881,0.4255,733.5881,0.3521
733.7773,0.6386,733.7773,0.4279,733.7773,0.3517
733.9666,0.6423,733.9666,0.4304,733.9666,0.3528
734.1558,0.6448,734.1558,0.4313,734.1558,0.357
734.345,0.6503,734.345,0.4356,734.345,0.3567
734.5342,0.6516,734.5342,0.4372,734.5342,0.3576
734.7233,0.6546,734.7233,0.4389,734.7233,0.3615
734.9125,0.6571,734.9125,0.4428,734.9125,0.3643
735.1016,0.6606,735.1016,0.4448,735.1016,0.3629
735.2907,0.6637,735.2907,0.446,735.2907,0.3652
735.4799,0.668,735.4799,0.4484,735.4799,0.3666
735.669,0.6707,735.669,0.4507,735.669,0.3694
735.858,0.6755,735.858,0.4537,735.858,0.3713
736.0471,0.6769,736.0471,0.4587,736.0471,0.3728
736.2361,0.6816,736.2361,0.4578,736.2361,0.3747
736.4252,0.6835,736.4252,0.4605,736.4252,0.3771
736.6142,0.6886,736.6142,0.463,736.6142,0.3784
736.8032,0.6911,736.8032,0.4648,736.8032,0.3787
736.9922,0.6938,736.9922,0.4677,736.9922,0.3812
737.1812,0.698,737.1812,0.4693,737.1812,0.383
737.3701,0.7031,737.3701,0.4714,737.3701,0.3848
737.5591,0.7044,737.5591,0.4765,737.5591,0.3871
737.748,0.7088,737.748,0.4763,737.748,0.3869
737.9369,0.7113,737.9369,0.4793,737.9369,0.3887
738.1258,0.7145,738.1258,0.484,738.1258,0.3913
738.3147,0.72,738.3147,0.4868,738.3147,0.3911
738.5036,0.7196,738.5036,0.4881,738.5036,0.3946
738.6925,0.7249,738.6925,0.4911,738.6925,0.3952
738.8813,0.7292,738.8813,0.4915,738.8813,0.3972
739.0701,0.7329,739.0701,0.4951,739.0701,0.4
739.2589,0.7349,739.2589,0.4988,739.2589,0.4004
739.4477,0.7387,739.4477,0.5,739.4477,0.4024
739.6365,0.7418,739.6365,0.5019,739.6365,0.4045
739.8253,0.7469,739.8253,0.507,739.8253,0.4056
740.014,0.7492,740.014,0.5089,740.014,0.4084
740.2028,0.7546,740.2028,0.5113,740.2028,0.409
740.3915,0.755,740.3915,0.5142,740.3915,0.4119
740.5802,0.7605,740.5802,0.5161,740.5802,0.4133
740.7689,0.7633,740.7689,0.5204,740.7689,0.4154
740.9576,0.767,740.9576,0.5219,740.9576,0.418
741.1463,0.7681,741.1463,0.5231,741.1463,0.4187
741.3349,0.773,741.3349,0.5269,741.3349,0.4211
741.5235,0.7759,741.5235,0.5288,741.5235,0.4231
741.7122,0.7802,741.7122,0.5339,741.7122,0.4249
741.9008,0.7851,741.9008,0.5352,741.9008,0.4262
742.0894,0.7886,742.0894,0.5367,742.0894,0.4275
742.2779,0.7879,742.2779,0.5393,742.2779,0.4293
742.4665,0.7955,742.4665,0.5446,742.4665,0.4306
742.655,0.7979,742.655,0.5468,742.655,0.4337
742.8436,0.8013,742.8436,0.5501,742.8436,0.4352
743.0321,0.8079,743.0321,0.5519,743.0321,0.4358
743.2206,0.807,743.2206,0.5545,743.2206,0.4395
743.4091,0.8094,743.4091,0.5578,743.4091,0.44
743.5976,0.8152,743.5976,0.5601,743.5976,0.4411
743.786,0.8178,743.786,0.5611,743.786,0.4435
743.9745,0.8213,743.9745,0.5658,743.9745,0.444
744.1629,0.8254,744.1629,0.5685,744.1629,0.4471
744.3513,0.8287,744.3513,0.5715,744.3513,0.4495
744.5397,0.8316,744.5397,0.5739,744.5397,0.4517
744.7281,0.8375,744.7281,0.5771,744.7281,0.4524
744.9164,0.838,744.9164,0.5816,744.9164,0.4551
745.1048,0.842,745.1048,0.5835,745.1048,0.4548
745.2931,0.8445,745.2931,0.5868,745.2931,0.4581
745.4815,0.8505,745.4815,0.5898,745.4815,0.459
745.6698,0.8528,745.6698,0.5917,745.6698,0.4616
745.8581,0.8545,745.8581,0.5946,745.8581,0.4624
746.0463,0.8637,746.0463,0.5979,746.0463,0.4633
746.2346,0.8658,746.2346,0.6037,746.2346,0.4676
746.4229,0.8688,746.4229,0.6036,746.4229,0.469
746.6111,0.8696,746.6111,0.6091,746.6111,0.4682
746.7993,0.8743,746.7993,0.6116,746.7993,0.4715
746.9875,0.8784,746.9875,0.6117,746.9875,0.4721
747.1757,0.885,747.1757,0.6148,747.1757,0.4746
747.3639,0.8886,747.3639,0.6172,747.3639,0.478
747.552,0.8905,747.552,0.6221,747.552,0.4776
747.7402,0.8914,747.7402,0.6279,747.7402,0.4795
747.9283,0.8978,747.9283,0.6274,747.9283,0.483
748.1164,0.8986,748.1164,0.632,748.1164,0.4845
748.3045,0.9052,748.3045,0.634,748.3045,0.486
748.4926,0.9071,748.4926,0.6373,748.4926,0.4875
748.6807,0.9102,748.6807,0.64,748.6807,0.491
748.8687,0.9101,748.8687,0.6428,748.8687,0.4909
749.0568,0.9142,749.0568,0.6477,749.0568,0.4922
749.2448,0.9185,749.2448,0.6495,749.2448,0.4949
749.4328,0.9236,749.4328,0.6534,749.4328,0.496
749.6208,0.9292,749.6208,0.6573,749.6208,0.4982
749.8088,0.9298,749.8088,0.66,749.8088,0.4986
749.9967,0.9377,749.9967,0.6622,749.9967,0.5009
750.1847,0.9377,750.1847,0.6657,750.1847,0.5029
750.3726,0.9393,750.3726,0.6694,750.3726,0.5048
750.5606,0.9435,750.5606,0.674,750.5606,0.5075
750.7485,0.9487,750.7485,0.6758,750.7485,0.5102
750.9363,0.952,750.9363,0.6783,750.9363,0.5122
751.1242,0.9546,751.1242,0.6813,751.1242,0.512
751.3121,0.9569,751.3121,0.6862,751.3121,0.5135
751.4999,0.9652,751.4999,0.6896,751.4999,0.5156
751.6878,0.9668,751.6878,0.6936,751.6878,0.5183
751.8756,0.9719,751.8756,0.6942,751.8756,0.5199
752.0634,0.9736,752.0634,0.6991,752.0634,0.5196
752.2512,0.9784,752.2512,0.7012,752.2512,0.5224
752.4389,0.9813,752.4389,0.7038,752.4389,0.5252
752.6267,0.9829,752.6267,0.7085,752.6267,0.5246
752.8144,0.9851,752.8144,0.7134,752.8144,0.5275
753.0022,0.9906,753.0022,0.7156,753.0022,0.53
753.1899,0.994,753.1899,0.7197,753.1899,0.5313
753.3776,0.9971,753.3776,0.7211,753.3776,0.5339
753.5652,1.0013,753.5652,0.7239,753.5652,0.5348
753.7529,1.0019,753.7529,0.7284,753.7529,0.536
753.9406,1.0052,753.9406,0.7329,753.9406,0.5382
754.1282,1.0121,754.1282,0.7343,754.1282,0.5378
754.3158,1.0141,754.3158,0.7389,754.3158,0.5415
754.5034,1.0148,754.5034,0.7427,754.5034,0.5431
754.691,1.0173,754.691,0.7458,754.691,0.5452
754.8786,1.0227,754.8786,0.7476,754.8786,0.5455
755.0661,1.0253,755.0661,0.7517,755.0661,0.5485
755.2537,1.0322,755.2537,0.7553,755.2537,0.5482
755.4412,1.0362,755.4412,0.7595,755.4412,0.5511
755.6287,1.0323,755.6287,0.7608,755.6287,0.5533
755.8162,1.0416,755.8162,0.7673,755.8162,0.5551
756.0037,1.0452,756.0037,0.7702,756.0037,0.5547
756.1912,1.046,756.1912,0.772,756.1912,0.558
756.3786,1.0532,756.3786,0.7768,756.3786,0.5597
756.5661,1.0538,756.5661,0.7797,756.5661,0.56
756.7535,1.0613,756.7535,0.7841,756.7535,0.5632
756.9409,1.0599,756.9409,0.7875,756.9409,0.5645
757.1283,1.0625,757.1283,0.791,757.1283,0.5661
757.3157,1.0666,757.3157,0.7944,757.3157,0.5694
757.5031,1.0688,757.5031,0.798,757.5031,0.5703
757.6904,1.0713,757.6904,0.8025,757.6904,0.5713
757.8777,1.0794,757.8777,0.804,757.8777,0.5704
758.0651,1.0801,758.0651,0.8067,758.0651,0.5756
758.2524,1.0871,758.2524,0.8112,758.2524,0.5749
758.4397,1.0854,758.4397,0.8159,758.4397,0.5784
758.6269,1.0877,758.6269,0.8174,758.6269,0.5815
758.8142,1.0972,758.8142,0.8242,758.8142,0.5779
759.0014,1.093,759.0014,0.8257,759.0014,0.5821
759.1887,1.0968,759.1887,0.8294,759.1887,0.5837
759.3759,1.1013,759.3759,0.8304,759.3759,0.5857
759.5631,1.1034,759.5631,0.8347,759.5631,0.5871
759.7503,1.1128,759.7503,0.8416,759.7503,0.5885
759.9374,1.1169,759.9374,0.8427,759.9374,0.5886
760.1246,1.1168,760.1246,0.8441,760.1246,0.5898
760.3117,1.1207,760.3117,0.8508,760.3117,0.5915
760.4989,1.121,760.4989,0.8542,760.4989,0.5936
760.686,1.1228,760.686,0.8553,760.686,0.5955
760.8731,1.1291,760.8731,0.8633,760.8731,0.598
761.0601,1.1317,761.0601,0.8658,761.0601,0.5995
761.2472,1.1338,761.2472,0.8671,761.2472,0.6004
761.4342,1.1374,761.4342,0.8692,761.4342,0.6026
761.6213,1.1416,761.6213,0.874,761.6213,0.6031
761.8083,1.144,761.8083,0.8788,761.8083,0.6021
761.9953,1.144,761.9953,0.8855,761.9953,0.6045
762.1823,1.1489,762.1823,0.8873,762.1823,0.6069
762.3693,1.1535,762.3693,0.8885,762.3693,0.6084
762.5562,1.1535,762.5562,0.8896,762.5562,0.6122
762.7432,1.156,762.7432,0.9003,762.7432,0.6111
762.9301,1.1575,762.9301,0.8992,762.9301,0.6131
763.117,1.1666,763.117,0.9004,763.117,0.6168
763.3039,1.1717,763.3039,0.905,763.3039,0.6169
763.4908,1.1642,763.4908,0.9084,763.4908,0.6178
763.6776,1.1726,763.6776,0.9132,763.6776,0.6193
763.8645,1.1767,763.8645,0.9188,763.8645,0.6205
764.0513,1.1723,764.0513,0.924,764.0513,0.6219
764.2382,1.1826,764.2382,0.9209,764.2382,0.6221
764.425,1.1838,764.425,0.9286,764.425,0.6235
764.6118,1.1882,764.6118,0.9347,764.6118,0.6267
764.7985,1.193,764.7985,0.9362,764.7985,0.6283
764.9853,1.1921,764.9853,0.9376,764.9853,0.628
765.172,1.1933,765.172,0.944,765.172,0.6299
765.3588,1.1943,765.3588,0.9456,765.3588,0.6307
765.5455,1.2034,765.5455,0.9477,765.5455,0.632
765.7322,1.1987,765.7322,0.9555,765.7322,0.6342
765.9189,1.2057,765.9189,0.9562,765.9189,0.6346
766.1055,1.2091,766.1055,0.9623,766.1055,0.6358
766.2922,1.2112,766.2922,0.9637,766.2922,0.6379
766.4788,1.2128,766.4788,0.9683,766.4788,0.6373
766.6655,1.2169,766.6655,0.9685,766.6655,0.6416
766.8521,1.2139,766.8521,0.9766,766.8521,0.6421
767.0387,1.2184,767.0387,0.9768,767.0387,0.6419
767.2252,1.2266,767.2252,0.983,767.2252,0.6425
767.4118,1.2183,767.4118,0.983,767.4118,0.6459
767.5983,1.2278,767.5983,0.9896,767.5983,0.6457
767.7849,1.2237,767.7849,0.9906,767.7849,0.6473
767.9714,1.232,767.9714,0.9974,767.9714,0.6495
768.1579,1.2356,768.1579,1.0001,768.1579,0.649
768.3444,1.2412,768.3444,1.0038,768.3444,0.6518
768.5309,1.2414,768.5309,1.0094,768.5309,0.6528
768.7173,1.2394,768.7173,1.0094,768.7173,0.6543
768.9038,1.2446,768.9038,1.0158,768.9038,0.6564
769.0902,1.2441,769.0902,1.0202,769.0902,0.655
769.2766,1.2437,769.2766,1.0167,769.2766,0.6581
769.463,1.2581,769.463,1.0213,769.463,0.6573
769.6494,1.2534,769.6494,1.0311,769.6494,0.6606
769.8357,1.2553,769.8357,1.0335,769.8357,0.6594
770.0221,1.2659,770.0221,1.036,770.0221,0.6623
770.2084,1.2615,770.2084,1.0405,770.2084,0.6634
770.3947,1.2682,770.3947,1.0466,770.3947,0.6637
770.581,1.2684,770.581,1.0496,770.581,0.6673
770.7673,1.2723,770.7673,1.0513,770.7673,0.6686
770.9536,1.2771,770.9536,1.0525,770.9536,0.6684
771.1399,1.2743,771.1399,1.0578,771.1399,0.6711
771.3261,1.2805,771.3261,1.0604,771.3261,0.6698
771.5123,1.284,771.5123,1.0657,771.5123,0.6709
771.6986,1.279,771.6986,1.0686,771.6986,0.6724
771.8848,1.2862,771.8848,1.0765,771.8848,0.6739
772.0709,1.2845,772.0709,1.0718,772.0709,0.6745
772.2571,1.2866,772.2571,1.0737,772.2571,0.6769
772.4433,1.2907,772.4433,1.082,772.4433,0.679
772.6294,1.2923,772.6294,1.0782,772.6294,0.6781
772.8155,1.2881,772.8155,1.0839,772.8155,0.6803
773.0016,1.2942,773.0016,1.0879,773.0016,0.6799
773.1877,1.3091,773.1877,1.0929,773.1877,0.6802
773.3738,1.2995,773.3738,1.0961,773.3738,0.6818
773.5599,1.2999,773.5599,1.1068,773.5599,0.6861
773.7459,1.306,773.7459,1.104,773.7459,0.6847
773.9319,1.3022,773.9319,1.1121,773.9319,0.6869
774.1179,1.3218,774.1179,1.1223,774.1179,0.6892
774.3039,1.3122,774.3039,1.1168,774.3039,0.6889
774.4899,1.3157,774.4899,1.1183,774.4899,0.6869
774.6759,1.3177,774.6759,1.123,774.6759,0.6918
774.8619,1.32,774.8619,1.124,774.8619,0.6875
775.0478,1.3178,775.0478,1.13,775.0478,0.6897
775.2337,1.3196,775.2337,1.1317,775.2337,0.6896
775.4196,1.3278,775.4196,1.1362,775.4196,0.692
775.6055,1.3309,775.6055,1.1374,775.6055,0.6924
775.7914,1.3266,775.7914,1.1415,775.7914,0.6944
775.9773,1.3289,775.9773,1.1467,775.9773,0.6957
776.1631,1.3257,776.1631,1.15,776.1631,0.6996
776.3489,1.3262,776.3489,1.1504,776.3489,0.6956
776.5347,1.3365,776.5347,1.1572,776.5347,0.699
776.7206,1.339,776.7206,1.1606,776.7206,0.6978
776.9063,1.3367,776.9063,1.1616,776.9063,0.6983
777.0921,1.3308,777.0921,1.1659,777.0921,0.7007
777.2779,1.3386,777.2779,1.167,777.2779,0.6994
777.4636,1.3489,777.4636,1.1707,777.4636,0.7035
777.6493,1.3369,777.6493,1.1762,777.6493,0.7001
777.835,1.3423,777.835,1.1744,777.835,0.701
778.0207,1.3397,778.0207,1.1819,778.0207,0.7042
778.2064,1.3567,778.2064,1.1879,778.2064,0.7043
778.3921,1.352,778.3921,1.1883,778.3921,0.7052
778.5777,1.3507,778.5777,1.1919,778.5777,0.7084
778.7633,1.3504,778.7633,1.1973,778.7633,0.7062
778.949,1.3514,778.949,1.1957,778.949,0.7098
779.1346,1.3555,779.1346,1.1993,779.1346,0.7079
779.3202,1.362,779.3202,1.2079,779.3202,0.7106
779.5057,1.3597,779.5057,1.2052,779.5057,0.7117
779.6913,1.3594,779.6913,1.2066,779.6913,0.7102
779.8768,1.3633,779.8768,1.2135,779.8768,0.7152
780.0623,1.3591,780.0623,1.2173,780.0623,0.7142
780.2479,1.3725,780.2479,1.219,780.2479,0.7129
780.4333,1.3694,780.4333,1.2255,780.4333,0.716
780.6188,1.3676,780.6188,1.2261,780.6188,0.7162
780.8043,1.367,780.8043,1.2303,780.8043,0.7161
780.9897,1.3687,780.9897,1.2306,780.9897,0.7179
781.1752,1.3662,781.1752,1.231,781.1752,0.7146
781.3606,1.3769,781.3606,1.2383,781.3606,0.7183
781.546,1.3739,781.546,1.2358,781.546,0.7177
781.7314,1.3676,781.7314,1.2482,781.7314,0.719
781.9167,1.3716,781.9167,1.2527,781.9167,0.7188
782.1021,1.372,782.1021,1.2508,782.1021,0.7206
782.2874,1.3886,782.2874,1.2541,782.2874,0.7177
782.4728,1.3828,782.4728,1.254,782.4728,0.7195
782.6581,1.3817,782.6581,1.2596,782.6581,0.722
782.8434,1.3852,782.8434,1.2577,782.8434,0.7225
783.0287,1.3841,783.0287,1.2665,783.0287,0.7205
783.2139,1.3939,783.2139,1.2601,783.2139,0.7232
783.3992,1.3874,783.3992,1.2692,783.3992,0.7249
783.5844,1.3884,783.5844,1.271,783.5844,0.725
783.7696,1.3872,783.7696,1.2725,783.7696,0.7258
783.9548,1.3895,783.9548,1.2822,783.9548,0.7258
784.14,1.4012,784.14,1.2834,784.14,0.7252
784.3252,1.3928,784.3252,1.2864,784.3252,0.7254
784.5103,1.3975,784.5103,1.2892,784.5103,0.7265
784.6955,1.389,784.6955,1.2949,784.6955,0.7254
784.8806,1.3947,784.8806,1.2891,784.8806,0.7269
785.0657,1.3983,785.0657,1.2906,785.0657,0.7261
785.2508,1.3946,785.2508,1.2994,785.2508,0.7271
785.4359,1.3872,785.4359,1.3011,785.4359,0.7309
785.6209,1.4006,785.6209,1.3015,785.6209,0.7286
785.806,1.3965,785.806,1.3067,785.806,0.7304
785.991,1.4011,785.991,1.3101,785.991,0.7318
786.176,1.3933,786.176,1.3081,786.176,0.7299
786.361,1.393,786.361,1.3115,786.361,0.7318
786.546,1.4098,786.546,1.3135,786.546,0.7296
786.731,1.3961,786.731,1.3303,786.731,0.7308
786.9159,1.4056,786.9159,1.3166,786.9159,0.7302
787.1009,1.406,787.1009,1.3266,787.1009,0.7334
787.2858,1.4072,787.2858,1.3237,787.2858,0.733
787.4707,1.4112,787.4707,1.3287,787.4707,0.7313
787.6556,1.407,787.6556,1.3329,787.6556,0.7309
787.8405,1.4159,787.8405,1.3357,787.8405,0.7335
788.0253,1.4054,788.0253,1.3363,788.0253,0.7345
788.2102,1.4323,788.2102,1.353,788.2102,0.7381
788.395,1.4107,788.395,1.3503,788.395,0.7331
788.5798,1.4045,788.5798,1.3442,788.5798,0.736
788.7646,1.4163,788.7646,1.3517,788.7646,0.7333
788.9494,1.4158,788.9494,1.3449,788.9494,0.7352
789.1342,1.413,789.1342,1.3509,789.1342,0.7355
789.3189,1.4148,789.3189,1.35,789.3189,0.737
789.5037,1.4089,789.5037,1.3617,789.5037,0.7372
789.6884,1.4136,789.6884,1.3591,789.6884,0.7367
789.8731,1.4098,789.8731,1.3594,789.8731,0.7367
790.0578,1.4129,790.0578,1.3712,790.0578,0.7354
790.2425,1.4119,790.2425,1.3647,790.2425,0.7362
790.4271,1.4161,790.4271,1.3774,790.4271,0.737
790.6118,1.4134,790.6118,1.3702,790.6118,0.7386
790.7964,1.4192,790.7964,1.3672,790.7964,0.7384
790.981,1.4193,790.981,1.3758,790.981,0.7364
791.1656,1.4131,791.1656,1.3743,791.1656,0.7378
791.3502,1.4166,791.3502,1.3849,791.3502,0.7396
791.5348,1.4128,791.5348,1.3821,791.5348,0.7387
791.7193,1.4137,791.7193,1.3778,791.7193,0.7391
791.9039,1.4186,791.9039,1.3906,791.9039,0.7397
792.0884,1.4157,792.0884,1.3907,792.0884,0.7404
792.2729,1.4202,792.2729,1.3931,792.2729,0.7412
792.4574,1.429,792.4574,1.4022,792.4574,0.7397
792.6419,1.4241,792.6419,1.3967,792.6419,0.7424
792.8263,1.4147,792.8263,1.3916,792.8263,0.7392
793.0108,1.4196,793.0108,1.4017,793.0108,0.7405
793.1952,1.4184,793.1952,1.4002,793.1952,0.7364
793.3796,1.4258,793.3796,1.4146,793.3796,0.7426
793.564,1.4189,793.564,1.4184,793.564,0.7425
793.7484,1.42,793.7484,1.4106,793.7484,0.739
793.9327,1.4255,793.9327,1.4164,793.9327,0.7405
794.1171,1.4235,794.1171,1.4177,794.1171,0.7387
794.3014,1.4211,794.3014,1.4118,794.3014,0.7379
794.4858,1.4173,794.4858,1.4121,794.4858,0.7416
794.6701,1.4217,794.6701,1.4122,794.6701,0.7392
794.8543,1.4205,794.8543,1.4279,794.8543,0.7414
795.0386,1.4243,795.0386,1.42,795.0386,0.7393
795.2229,1.4187,795.2229,1.4242,795.2229,0.7402
795.4071,1.4209,795.4071,1.4311,795.4071,0.7436
795.5913,1.426,795.5913,1.4286,795.5913,0.7413
795.7755,1.4204,795.7755,1.4388,795.7755,0.7415
795.9597,1.4299,795.9597,1.4408,795.9597,0.7387
796.1439,1.4257,796.1439,1.4336,796.1439,0.7414
796.3281,1.4221,796.3281,1.4404,796.3281,0.7416
796.5122,1.4302,796.5122,1.4358,796.5122,0.7408
796.6964,1.4311,796.6964,1.4435,796.6964,0.7389
796.8805,1.4268,796.8805,1.4426,796.8805,0.7412
797.0646,1.4271,797.0646,1.4388,797.0646,0.7397
797.2487,1.4123,797.2487,1.4479,797.2487,0.7414
797.4327,1.4259,797.4327,1.4498,797.4327,0.7386
797.6168,1.4277,797.6168,1.4497,797.6168,0.7404
797.8008,1.416,797.8008,1.4537,797.8008,0.7387
797.9849,1.4239,797.9849,1.4499,797.9849,0.7382
798.1689,1.4307,798.1689,1.4514,798.1689,0.74
798.3529,1.4174,798.3529,1.4644,798.3529,0.7401
798.5368,1.4259,798.5368,1.4574,798.5368,0.7381
798.7208,1.4232,798.7208,1.4669,798.7208,0.7408
798.9047,1.4215,798.9047,1.4712,798.9047,0.7397
799.0887,1.4187,799.0887,1.4655,799.0887,0.7387
799.2726,1.4243,799.2726,1.4793,799.2726,0.7389
799.4565,1.419,799.4565,1.4729,799.4565,0.7379
799.6404,1.4277,799.6404,1.4689,799.6404,0.7379
799.8242,1.4168,799.8242,1.476,799.8242,0.7391
800.0081,1.4216,800.0081,1.4795,800.0081,0.7388
800.1919,1.4313,800.1919,1.4768,800.1919,0.7386
800.3757,1.4197,800.3757,1.482,800.3757,0.7375
800.5595,1.4243,800.5595,1.484,800.5595,0.7353
800.7433,1.4126,800.7433,1.4839,800.7433,0.7358
800.9271,1.4186,800.9271,1.477,800.9271,0.7388
801.1109,1.4175,801.1109,1.4876,801.1109,0.7368
801.2946,1.4123,801.2946,1.4846,801.2946,0.737
801.4783,1.4118,801.4783,1.4906,801.4783,0.7376
801.662,1.4151,801.662,1.4817,801.662,0.7352
801.8457,1.4124,801.8457,1.4985,801.8457,0.7353
802.0294,1.4191,802.0294,1.4885,802.0294,0.7334
802.2131,1.4186,802.2131,1.4834,802.2131,0.7324
802.3967,1.4226,802.3967,1.4947,802.3967,0.7339
802.5804,1.4148,802.5804,1.4924,802.5804,0.7337
802.764,1.414,802.764,1.4914,802.764,0.7317
802.9476,1.4162,802.9476,1.487,802.9476,0.7319
803.1312,1.4157,803.1312,1.4855,803.1312,0.7327
803.3147,1.4134,803.3147,1.5108,803.3147,0.7342
803.4983,1.4085,803.4983,1.494,803.4983,0.7323
803.6818,1.4142,803.6818,1.5016,803.6818,0.7313
803.8653,1.4074,803.8653,1.4994,803.8653,0.729
804.0488,1.4091,804.0488,1.5105,804.0488,0.732
804.2323,1.4094,804.2323,1.5081,804.2323,0.7328
804.4158,1.4116,804.4158,1.512,804.4158,0.7301
804.5993,1.4122,804.5993,1.5104,804.5993,0.7296
804.7827,1.4068,804.7827,1.5134,804.7827,0.7318
804.9661,1.4013,804.9661,1.5061,804.9661,0.7289
805.1496,1.4083,805.1496,1.509,805.1496,0.7283
805.333,1.4008,805.333,1.5112,805.333,0.7295
805.5163,1.3958,805.5163,1.5116,805.5163,0.7276
805.6997,1.4015,805.6997,1.5054,805.6997,0.7243
805.883,1.4029,805.883,1.5046,805.883,0.7245
806.0664,1.4033,806.0664,1.5098,806.0664,0.7233
806.2497,1.4008,806.2497,1.5171,806.2497,0.7263
806.433,1.4013,806.433,1.5197,806.433,0.7253
806.6163,1.3959,806.6163,1.5195,806.6163,0.7239
806.7996,1.3992,806.7996,1.5171,806.7996,0.7261
806.9828,1.3927,806.9828,1.516,806.9828,0.7237
807.1661,1.3967,807.1661,1.5157,807.1661,0.722
807.3493,1.3935,807.3493,1.5213,807.3493,0.7216
807.5325,1.3917,807.5325,1.523,807.5325,0.7223
807.7157,1.3895,807.7157,1.5251,807.7157,0.7201
807.8989,1.3906,807.8989,1.5233,807.8989,0.721
808.082,1.3931,808.082,1.5187,808.082,0.7187
808.2652,1.3895,808.2652,1.5292,808.2652,0.7177
808.4483,1.3919,808.4483,1.5233,808.4483,0.7231
808.6314,1.3905,808.6314,1.532,808.6314,0.718
808.8145,1.3924,808.8145,1.5293,808.8145,0.718
808.9976,1.3815,808.9976,1.5307,808.9976,0.719
809.1807,1.3845,809.1807,1.5208,809.1807,0.7179
809.3637,1.38,809.3637,1.5247,809.3637,0.7152
809.5467,1.373,809.5467,1.5297,809.5467,0.7149
809.7298,1.3837,809.7298,1.5349,809.7298,0.7176
809.9128,1.3866,809.9128,1.5199,809.9128,0.716
810.0957,1.383,810.0957,1.5257,810.0957,0.7158
810.2787,1.3831,810.2787,1.524,810.2787,0.713
810.4617,1.3823,810.4617,1.5396,810.4617,0.7104
810.6446,1.3709,810.6446,1.5357,810.6446,0.7106
810.8275,1.3826,810.8275,1.5305,810.8275,0.7111
811.0105,1.3734,811.0105,1.5365,811.0105,0.7129
811.1933,1.3735,811.1933,1.5319,811.1933,0.7104
811.3762,1.372,811.3762,1.5399,811.3762,0.7081
811.5591,1.3646,811.5591,1.533,811.5591,0.7065
811.7419,1.3682,811.7419,1.5383,811.7419,0.7078
811.9248,1.3629,811.9248,1.5357,811.9248,0.7076
812.1076,1.3567,812.1076,1.5269,812.1076,0.7068
812.2904,1.367,812.2904,1.535,812.2904,0.7041
812.4732,1.364,812.4732,1.5322,812.4732,0.704
812.6559,1.3608,812.6559,1.5389,812.6559,0.7065
812.8387,1.3587,812.8387,1.5283,812.8387,0.7016
813.0214,1.3547,813.0214,1.5436,813.0214,0.7031
813.2041,1.3453,813.2041,1.5445,813.2041,0.7009
813.3868,1.3563,813.3868,1.5377,813.3868,0.7021
813.5695,1.3532,813.5695,1.5278,813.5695,0.6998
813.7522,1.3514,813.7522,1.5416,813.7522,0.7012
813.9348,1.3516,813.9348,1.5394,813.9348,0.7003
814.1175,1.3522,814.1175,1.541,814.1175,0.6977
814.3001,1.3518,814.3001,1.5381,814.3001,0.6986
